Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,UpCard_Suit,UpCard_Number,,Dealer,Number,Suit,Number,Suit,Number,Suit,Number,Suit,,Own Crib (frequencies),,,,,,Other Crib,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,7,C,7,S,1,H,1,C,D,6,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
You,9,D,7,H,4,C,10,S,C,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,1,C,7,S,7,C,D,2,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
You,13,D,13,H,3,D,7,S,S,1,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,9,C,2,S,7,S,8,H,S,5,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
You,9,S,6,C,10,D,11,H,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,D,7,H,4,H,10,D,S,12,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,C,5,H,3,C,6,H,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,5,S,2,D,3,S,4,H,D,12,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
You,9,S,8,H,1,D,10,C,C,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,11,S,5,D,5,S,13,D,D,1,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,11,D,3,S,9,C,D,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
You,1,H,6,C,9,C,13,H,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,S,13,C,11,D,13,H,D,6,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
You,6,H,8,C,6,D,11,S,S,5,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
Bill,3,H,6,S,9,H,9,D,D,12,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,12,H,13,D,8,H,11,D,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,S,1,H,1,S,11,S,S,13,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
You,8,D,10,C,7,D,12,D,C,1,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,6,C,7,S,8,S,8,C,S,13,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
Bill,11,H,7,D,7,S,9,C,S,11,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
You,7,D,8,H,3,H,6,C,C,4,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
Bill,12,D,3,C,2,D,5,C,H,10,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
You,3,S,13,H,4,S,9,S,H,1,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
Bill,1,D,2,D,11,S,11,C,H,6,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
You,11,C,12,S,9,D,11,H,H,9,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
Bill,8,D,9,H,7,C,9,S,D,3,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
You,7,D,7,H,1,H,11,D,D,5,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
Bill,10,S,13,D,5,H,12,H,D,2,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
You,13,C,2,S,9,C,13,D,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
Bill,13,C,2,S,3,C,10,C,D,11,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
You,6,H,9,H,9,S,13,S,S,7,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
Bill,4,C,7,H,1,H,3,D,S,6,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
You,3,D,7,H,8,S,9,H,C,2,,,,,,,,,,,,,,,,,,,,,
